"ID","Date","Price (GBP)","Market Cap (GBP)","Total Volume","% 24hr Change","% 7d Change","Class"
"714","2023-06-11 12:00:21","1395.6109555823668","167706050606.18326","5159102622.398374","0.12","0.07","increase"
"715","2023-06-11 13:00:36","1390.3667107287397","167244238288.0749","4958214165.227208","-0.38","-0.53","decrease"
"716","2023-06-11 14:00:37","1388.333521826756","166968882209.73758","5014167242.277476","-0.15","-0.71","decrease"
"717","2023-06-11 15:00:18","1387.8819532387772","166755401802.56433","5001753064.904219","-0.03","-0.54","decrease"
"718","2023-06-11 16:01:13","1385.7275131135473","166771280236.88663","4870285065.832048","-0.16","-0.49","decrease"
"719","2023-06-11 17:00:21","1394.5991671225513","167668867147.2052","4942069323.6956215","0.64","0.38","increase"
"720","2023-06-11 18:00:36","1397.0400368346152","168179820192.56467","4353912661.43793","0.18","0.22","increase"
"721","2023-06-11 19:00:41","1399.9099121947593","168362975686.7573","3981069926.182085","0.21","0.31","increase"
"722","2023-06-11 20:00:37","1404.371436514681","168956234063.54813","3835332713.038747","0.32","1.01","increase"
"723","2023-06-11 21:00:37","1406.7502931164136","169220345441.75098","3920405865.7972555","0.17","1.33","increase"
"724","2023-06-11 22:01:33","1402.7313356672635","168694577874.8374","3918828944.497491","-0.29","1.07","decrease"
"725","2023-06-11 23:00:24","1396.6013742211906","167886723750.3294","4019808921.730605","-0.44","0.78","decrease"
"726","2023-06-12 00:00:57","1392.6175507716841","167428319442.04236","4000299911.0432386","-0.29","-0.14","decrease"
"727","2023-06-12 01:01:03","1389.3672195967438","166914486937.6378","3679480833.3916206","-0.23","-0.55","decrease"
"728","2023-06-12 02:00:39","1387.9307876363835","166886507212.2016","4112685338.5439916","-0.10","-0.86","decrease"
"729","2023-06-12 03:00:26","1375.329815484016","164970441566.78522","4411542524.603239","-0.91","-2.07","decrease"
"730","2023-06-12 04:00:36","1380.3682560077455","166179553554.55164","4419570475.21545","0.37","-1.88","increase"
"731","2023-06-12 05:01:10","1384.3639434742217","166418168631.56137","4530367576.618641","0.29","-1.31","increase"
"732","2023-06-12 06:01:33","1382.3419978175316","166328726593.8719","4531643067.110538","-0.15","-1.02","decrease"
"733","2023-06-12 07:01:14","1385.068235062935","166554546449.07864","4613512304.491825","0.20","-0.54","increase"
"734","2023-06-12 08:00:42","1381.9012808077916","166191801689.3728","4653969844.324255","-0.23","-0.54","decrease"
"735","2023-06-12 09:00:46","1384.6651222304888","166337379055.035","4708688677.5279","0.20","-0.24","increase"
"736","2023-06-12 10:00:41","1389.515338264521","167088565532.45795","5023019850.437473","0.35","1.03","increase"
"737","2023-06-12 11:00:58","1392.5613896997436","167245859425.48608","5108474685.46212","0.22","0.88","increase"
"738","2023-06-12 12:00:30","1388.5460745741182","166808326150.41864","5134244232.1461735","-0.29","0.30","decrease"
"739","2023-06-12 13:00:24","1390.3387129799223","167078492781.1123","5093151532.102899","0.13","0.58","increase"
"740","2023-06-12 14:01:24","1389.3288425362564","167125060985.45786","5229191065.777323","-0.07","0.31","decrease"
"741","2023-06-12 15:00:42","1387.0397491625934","166759498701.94516","5172232037.013051","-0.16","0.37","decrease"
"742","2023-06-12 16:00:20","1387.3598682816212","166725264765.2724","5373265786.246716","0.02","0.19","increase"
"743","2023-06-12 17:00:53","1390.4685903522325","167183862686.16617","5281986727.522869","0.22","0.07","increase"
"744","2023-06-12 18:00:32","1388.8010261426027","167318832113.1641","5645300106.702022","-0.12","-0.27","decrease"
